date,order_id,item_name,category,quantity,price,total,payment_method,customer_type
2025-01-02 18:58:06,100028,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-02 18:58:06,100028,Cold Brew,Coffee,1,4.50,4.50,Cash,New
2025-01-02 16:22:53,100029,Bagel,Bakery,2,2.00,4.00,Card,Returning
2025-01-02 16:22:53,100029,Latte,Coffee,2,4.00,8.00,Mobile Pay,Returning
2025-01-02 17:12:37,100030,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-02 17:12:37,100030,Ham Sandwich,Savory,2,5.50,11.00,Card,New
2025-01-02 15:02:46,100031,Croissant,Bakery,2,2.50,5.00,Card,New
2025-01-02 16:32:26,100032,Blueberry Muffin,Bakery,1,2.75,2.75,Mobile Pay,Returning
2025-01-02 08:43:23,100033,Blueberry Muffin,Bakery,1,2.75,2.75,Cash,New
2025-01-02 08:43:23,100033,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-02 08:43:23,100033,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-02 16:31:28,100034,Matcha,Tea,3,4.25,12.75,Card,Returning
2025-01-02 18:17:00,100035,Bagel,Bakery,2,2.00,4.00,Cash,Returning
2025-01-02 11:02:51,100036,Avocado Toast,Savory,3,6.00,18.00,Mobile Pay,Returning
2025-01-02 11:02:51,100036,Orange Juice,Juice,1,3.00,3.00,Card,New
2025-01-02 12:32:33,100037,Blueberry Muffin,Bakery,1,2.75,2.75,Card,Returning
2025-01-02 19:35:15,100038,Chai Tea,Tea,1,3.25,3.25,Card,New
2025-01-02 19:35:15,100038,Cold Brew,Coffee,1,4.50,4.50,Mobile Pay,Returning
2025-01-02 19:35:15,100038,Berry Blast,Juice,2,4.00,8.00,Card,Returning
2025-01-02 14:58:55,100039,Berry Blast,Juice,1,4.00,4.00,Card,Returning
2025-01-02 14:58:55,100039,Avocado Toast,Savory,2,6.00,12.00,Cash,Returning
2025-01-02 14:58:55,100039,Chai Tea,Tea,1,3.25,3.25,Card,New
2025-01-02 12:38:01,100040,Berry Blast,Juice,1,4.00,4.00,Cash,Returning
2025-01-02 12:38:01,100040,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-02 12:38:01,100040,Mango Juice,Juice,1,3.50,3.50,Cash,Returning
2025-01-02 08:44:24,100041,Latte,Coffee,1,4.00,4.00,Card,New
2025-01-02 08:44:24,100041,Americano,Coffee,1,3.00,3.00,Card,Returning
2025-01-03 06:33:55,100042,Green Detox,Juice,1,4.50,4.50,Cash,Returning
2025-01-03 06:33:55,100042,Green Detox,Juice,2,4.50,9.00,Card,New
2025-01-03 14:29:06,100043,Americano,Coffee,1,3.00,3.00,Mobile Pay,New
2025-01-03 14:29:06,100043,Latte,Coffee,1,4.00,4.00,Card,New
2025-01-03 08:32:20,100044,Orange Juice,Juice,2,3.00,6.00,Card,Returning
2025-01-03 08:32:20,100044,Ham Sandwich,Savory,1,5.50,5.50,Card,Returning
2025-01-03 08:32:20,100044,Berry Blast,Juice,1,4.00,4.00,Mobile Pay,New
2025-01-03 19:03:09,100045,Croissant,Bakery,1,2.50,2.50,Card,New
2025-01-03 19:03:09,100045,Berry Blast,Juice,1,4.00,4.00,Card,Returning
2025-01-03 10:35:38,100046,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-03 10:35:38,100046,Cold Brew,Coffee,1,4.50,4.50,Cash,New
2025-01-03 10:35:38,100046,Ham Sandwich,Savory,1,5.50,5.50,Card,Returning
2025-01-03 12:12:12,100047,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-03 12:12:12,100047,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-03 18:41:50,100048,Green Detox,Juice,1,4.50,4.50,Card,New
2025-01-03 09:31:10,100049,Berry Blast,Juice,1,4.00,4.00,Cash,Returning
2025-01-03 09:39:40,100050,Croissant,Bakery,2,2.50,5.00,Mobile Pay,New
2025-01-03 15:42:45,100051,Chai Tea,Tea,1,3.25,3.25,Card,New
2025-01-03 15:42:45,100051,Americano,Coffee,1,3.00,3.00,Cash,New
2025-01-03 16:36:34,100052,Berry Blast,Juice,1,4.00,4.00,Card,New
2025-01-03 16:36:34,100052,Americano,Coffee,1,3.00,3.00,Card,New
2025-01-03 16:36:34,100052,Latte,Coffee,1,4.00,4.00,Cash,Returning
2025-01-03 13:08:27,100053,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-03 18:20:08,100054,Orange Juice,Juice,1,3.00,3.00,Card,New
2025-01-03 11:28:05,100055,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-03 11:28:05,100055,Avocado Toast,Savory,1,6.00,6.00,Cash,Returning
2025-01-03 11:28:05,100055,Ham Sandwich,Savory,2,5.50,11.00,Card,Returning
2025-01-03 17:32:01,100056,Latte,Coffee,1,4.00,4.00,Cash,New
2025-01-03 14:57:53,100057,Cold Brew,Coffee,2,4.50,9.00,Mobile Pay,New
2025-01-03 14:57:53,100057,Chai Tea,Tea,2,3.25,6.50,Cash,Returning
2025-01-03 14:57:53,100057,Orange Juice,Juice,2,3.00,6.00,Card,Returning
2025-01-03 16:43:22,100058,Ham Sandwich,Savory,1,5.50,5.50,Card,Returning
2025-01-03 16:43:22,100058,Chai Tea,Tea,2,3.25,6.50,Card,Returning
2025-01-03 18:40:24,100059,Orange Juice,Juice,1,3.00,3.00,Cash,Returning
2025-01-03 15:36:21,100060,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-03 15:36:21,100060,Latte,Coffee,1,4.00,4.00,Card,New
2025-01-03 14:02:34,100061,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-03 10:19:46,100062,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-03 10:19:46,100062,Bagel,Bakery,1,2.00,2.00,Cash,Returning
2025-01-03 17:43:57,100063,Green Detox,Juice,1,4.50,4.50,Cash,Returning
2025-01-03 17:43:57,100063,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-03 17:43:57,100063,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-03 10:04:02,100064,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-03 10:04:02,100064,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-03 18:40:39,100065,Cold Brew,Coffee,1,4.50,4.50,Cash,New
2025-01-03 12:50:44,100066,Orange Juice,Juice,2,3.00,6.00,Card,Returning
2025-01-03 12:50:44,100066,Orange Juice,Juice,1,3.00,3.00,Mobile Pay,Returning
2025-01-03 12:50:44,100066,Croissant,Bakery,2,2.50,5.00,Card,Returning
2025-01-03 07:32:56,100067,Bagel,Bakery,1,2.00,2.00,Card,New
2025-01-03 07:32:56,100067,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-03 07:32:56,100067,Americano,Coffee,1,3.00,3.00,Card,New
2025-01-03 14:32:12,100068,Blueberry Muffin,Bakery,1,2.75,2.75,Card,Returning
2025-01-03 14:32:12,100068,Latte,Coffee,1,4.00,4.00,Card,New
2025-01-03 14:32:12,100068,Chai Tea,Tea,1,3.25,3.25,Card,New
2025-01-03 07:38:52,100069,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-03 07:38:52,100069,Matcha,Tea,1,4.25,4.25,Card,New
2025-01-03 07:38:52,100069,Green Detox,Juice,1,4.50,4.50,Card,New
2025-01-03 13:30:30,100070,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-03 08:46:21,100071,Orange Juice,Juice,1,3.00,3.00,Cash,Returning
2025-01-03 08:46:21,100071,Bagel,Bakery,3,2.00,6.00,Mobile Pay,New
2025-01-03 11:49:06,100072,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-03 13:37:13,100073,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-04 18:34:28,100074,Avocado Toast,Savory,1,6.00,6.00,Card,New
2025-01-04 18:34:28,100074,Latte,Coffee,1,4.00,4.00,Cash,New
2025-01-04 12:19:40,100075,Bagel,Bakery,1,2.00,2.00,Cash,Returning
2025-01-04 12:19:40,100075,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-04 12:19:40,100075,Chai Tea,Tea,1,3.25,3.25,Card,New
2025-01-04 18:30:30,100076,Green Detox,Juice,2,4.50,9.00,Card,New
2025-01-04 18:30:30,100076,Matcha,Tea,1,4.25,4.25,Card,New
2025-01-04 18:30:30,100076,Ham Sandwich,Savory,1,5.50,5.50,Cash,Returning
2025-01-04 06:08:27,100077,Croissant,Bakery,1,2.50,2.50,Cash,New
2025-01-04 06:08:27,100077,Americano,Coffee,2,3.00,6.00,Card,Returning
2025-01-04 17:14:36,100078,Americano,Coffee,1,3.00,3.00,Mobile Pay,New
2025-01-04 08:26:21,100079,Chai Tea,Tea,2,3.25,6.50,Card,New
2025-01-04 13:42:34,100080,Cold Brew,Coffee,1,4.50,4.50,Cash,New
2025-01-04 13:42:34,100080,Bagel,Bakery,2,2.00,4.00,Card,Returning
2025-01-04 13:42:34,100080,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-04 20:17:52,100081,Ham Sandwich,Savory,1,5.50,5.50,Card,Returning
2025-01-04 09:33:36,100082,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-04 09:33:36,100082,Latte,Coffee,1,4.00,4.00,Mobile Pay,Returning
2025-01-04 11:17:46,100083,Orange Juice,Juice,2,3.00,6.00,Card,Returning
2025-01-04 12:37:30,100084,Berry Blast,Juice,1,4.00,4.00,Cash,Returning
2025-01-04 09:42:39,100085,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-04 12:07:06,100086,Americano,Coffee,2,3.00,6.00,Card,New
2025-01-04 08:57:43,100087,Bagel,Bakery,1,2.00,2.00,Card,New
2025-01-04 08:57:43,100087,Berry Blast,Juice,2,4.00,8.00,Cash,Returning
2025-01-04 08:57:43,100087,Latte,Coffee,1,4.00,4.00,Card,New
2025-01-04 10:30:47,100088,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-04 10:30:47,100088,Espresso,Coffee,2,2.50,5.00,Card,Returning
2025-01-04 16:46:46,100089,Americano,Coffee,3,3.00,9.00,Cash,New
2025-01-04 16:42:53,100090,Green Detox,Juice,1,4.50,4.50,Cash,New
2025-01-04 17:00:43,100091,Cappuccino,Coffee,1,4.00,4.00,Mobile Pay,Returning
2025-01-04 07:31:25,100092,Avocado Toast,Savory,2,6.00,12.00,Card,Returning
2025-01-04 07:31:25,100092,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-04 07:31:25,100092,Ham Sandwich,Savory,3,5.50,16.50,Card,New
2025-01-04 13:14:20,100093,Matcha,Tea,1,4.25,4.25,Cash,New
2025-01-04 13:14:20,100093,Chai Tea,Tea,1,3.25,3.25,Cash,New
2025-01-04 13:14:20,100093,Bagel,Bakery,1,2.00,2.00,Card,New
2025-01-04 08:37:26,100094,Espresso,Coffee,3,2.50,7.50,Cash,Returning
2025-01-04 13:45:34,100095,Avocado Toast,Savory,1,6.00,6.00,Cash,New
2025-01-04 13:45:34,100095,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-04 10:02:24,100096,Croissant,Bakery,1,2.50,2.50,Card,New
2025-01-04 10:02:24,100096,Avocado Toast,Savory,3,6.00,18.00,Card,Returning
2025-01-04 10:43:21,100097,Chai Tea,Tea,1,3.25,3.25,Card,Returning
2025-01-04 19:15:26,100098,Cappuccino,Coffee,1,4.00,4.00,Mobile Pay,Returning
2025-01-04 19:15:26,100098,Matcha,Tea,1,4.25,4.25,Card,New
2025-01-04 17:12:11,100099,Avocado Toast,Savory,1,6.00,6.00,Card,Returning
2025-01-04 17:12:11,100099,Blueberry Muffin,Bakery,1,2.75,2.75,Card,Returning
2025-01-04 13:32:33,100100,Mango Juice,Juice,1,3.50,3.50,Cash,Returning
2025-01-04 13:32:33,100100,Avocado Toast,Savory,1,6.00,6.00,Cash,New
2025-01-04 09:17:27,100101,Bagel,Bakery,1,2.00,2.00,Cash,Returning
2025-01-04 06:58:29,100102,Mango Juice,Juice,1,3.50,3.50,Mobile Pay,New
2025-01-04 06:58:29,100102,Americano,Coffee,2,3.00,6.00,Mobile Pay,Returning
2025-01-04 09:11:06,100103,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-04 09:11:06,100103,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-04 13:09:18,100104,Cold Brew,Coffee,1,4.50,4.50,Cash,Returning
2025-01-04 13:09:18,100104,Blueberry Muffin,Bakery,2,2.75,5.50,Card,Returning
2025-01-04 13:09:18,100104,Blueberry Muffin,Bakery,1,2.75,2.75,Card,Returning
2025-01-04 17:06:02,100105,Ham Sandwich,Savory,1,5.50,5.50,Card,New
2025-01-04 17:06:02,100105,Green Detox,Juice,1,4.50,4.50,Cash,New
2025-01-04 14:52:41,100106,Berry Blast,Juice,1,4.00,4.00,Card,Returning
2025-01-04 07:49:46,100107,Matcha,Tea,1,4.25,4.25,Card,New
2025-01-04 07:49:46,100107,Bagel,Bakery,1,2.00,2.00,Cash,Returning
2025-01-04 07:49:46,100107,Orange Juice,Juice,1,3.00,3.00,Cash,New
2025-01-04 10:19:39,100108,Americano,Coffee,1,3.00,3.00,Card,Returning
2025-01-04 10:19:39,100108,Blueberry Muffin,Bakery,1,2.75,2.75,Card,Returning
2025-01-04 19:09:58,100109,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-04 19:06:42,100110,Chai Tea,Tea,1,3.25,3.25,Mobile Pay,New
2025-01-04 15:30:16,100111,Cold Brew,Coffee,1,4.50,4.50,Card,Returning
2025-01-04 15:30:16,100111,Croissant,Bakery,1,2.50,2.50,Cash,Returning
2025-01-04 15:30:16,100111,Matcha,Tea,1,4.25,4.25,Cash,Returning
2025-01-04 12:22:10,100112,Americano,Coffee,1,3.00,3.00,Card,New
2025-01-05 07:41:46,100113,Cappuccino,Coffee,2,4.00,8.00,Card,Returning
2025-01-05 07:41:46,100113,Ham Sandwich,Savory,1,5.50,5.50,Card,New
2025-01-05 09:52:25,100114,Croissant,Bakery,1,2.50,2.50,Mobile Pay,Returning
2025-01-05 09:52:25,100114,Blueberry Muffin,Bakery,1,2.75,2.75,Card,New
2025-01-05 12:02:11,100115,Chai Tea,Tea,1,3.25,3.25,Card,Returning
2025-01-05 16:43:11,100116,Avocado Toast,Savory,1,6.00,6.00,Cash,New
2025-01-05 15:52:13,100117,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 15:52:13,100117,Orange Juice,Juice,2,3.00,6.00,Card,New
2025-01-05 15:52:13,100117,Cold Brew,Coffee,1,4.50,4.50,Card,Returning
2025-01-05 18:09:36,100118,Americano,Coffee,1,3.00,3.00,Cash,Returning
2025-01-05 08:58:15,100119,Chai Tea,Tea,1,3.25,3.25,Cash,New
2025-01-05 13:02:01,100120,Cappuccino,Coffee,1,4.00,4.00,Card,New
2025-01-05 13:02:01,100120,Matcha,Tea,1,4.25,4.25,Card,Returning
2025-01-05 10:19:14,100121,Mango Juice,Juice,1,3.50,3.50,Cash,New
2025-01-05 10:19:14,100121,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-05 10:19:14,100121,Green Detox,Juice,3,4.50,13.50,Card,New
2025-01-05 09:36:08,100122,Berry Blast,Juice,1,4.00,4.00,Cash,New
2025-01-05 09:36:08,100122,Bagel,Bakery,1,2.00,2.00,Card,New
2025-01-05 09:36:08,100122,Cappuccino,Coffee,3,4.00,12.00,Card,New
2025-01-05 17:15:15,100123,Cappuccino,Coffee,1,4.00,4.00,Card,New
2025-01-05 17:15:15,100123,Berry Blast,Juice,1,4.00,4.00,Cash,Returning
2025-01-05 13:13:11,100124,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 13:13:11,100124,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-05 13:13:11,100124,Blueberry Muffin,Bakery,1,2.75,2.75,Card,New
2025-01-05 10:40:12,100125,Bagel,Bakery,1,2.00,2.00,Cash,Returning
2025-01-05 10:40:12,100125,Croissant,Bakery,3,2.50,7.50,Card,Returning
2025-01-05 10:40:12,100125,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-05 09:22:07,100126,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-05 20:24:22,100127,Cold Brew,Coffee,1,4.50,4.50,Card,Returning
2025-01-05 20:24:22,100127,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-05 12:45:14,100128,Matcha,Tea,3,4.25,12.75,Cash,New
2025-01-05 11:32:59,100129,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 11:32:59,100129,Ham Sandwich,Savory,2,5.50,11.00,Card,New
2025-01-05 11:32:59,100129,Cold Brew,Coffee,1,4.50,4.50,Cash,Returning
2025-01-05 12:07:45,100130,Ham Sandwich,Savory,1,5.50,5.50,Card,New
2025-01-05 12:07:45,100130,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-05 12:07:45,100130,Blueberry Muffin,Bakery,2,2.75,5.50,Mobile Pay,Returning
2025-01-05 13:16:40,100131,Matcha,Tea,1,4.25,4.25,Cash,Returning
2025-01-05 13:06:19,100132,Berry Blast,Juice,1,4.00,4.00,Card,Returning
2025-01-05 14:13:21,100133,Cappuccino,Coffee,1,4.00,4.00,Card,New
2025-01-05 14:13:21,100133,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-05 17:13:32,100134,Ham Sandwich,Savory,1,5.50,5.50,Cash,New
2025-01-05 17:13:32,100134,Cappuccino,Coffee,2,4.00,8.00,Card,New
2025-01-05 10:17:44,100135,Cappuccino,Coffee,1,4.00,4.00,Cash,New
2025-01-05 10:17:44,100135,Green Detox,Juice,1,4.50,4.50,Card,New
2025-01-05 10:17:44,100135,Cold Brew,Coffee,2,4.50,9.00,Card,New
2025-01-05 06:50:53,100136,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 06:50:53,100136,Ham Sandwich,Savory,3,5.50,16.50,Card,New
2025-01-05 13:15:37,100137,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-05 13:15:37,100137,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-05 07:51:13,100138,Americano,Coffee,1,3.00,3.00,Card,Returning
2025-01-05 15:45:14,100139,Green Detox,Juice,1,4.50,4.50,Cash,New
2025-01-05 17:27:40,100140,Chai Tea,Tea,1,3.25,3.25,Mobile Pay,Returning
2025-01-05 17:27:40,100140,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 17:27:40,100140,Espresso,Coffee,1,2.50,2.50,Card,Returning
2025-01-05 15:04:47,100141,Latte,Coffee,2,4.00,8.00,Mobile Pay,Returning
2025-01-05 16:11:01,100142,Ham Sandwich,Savory,1,5.50,5.50,Card,Returning
2025-01-05 16:11:01,100142,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-05 16:11:01,100142,Americano,Coffee,1,3.00,3.00,Mobile Pay,Returning
2025-01-05 07:21:03,100143,Americano,Coffee,1,3.00,3.00,Mobile Pay,Returning
2025-01-05 07:21:03,100143,Latte,Coffee,1,4.00,4.00,Cash,New
2025-01-05 10:20:37,100144,Blueberry Muffin,Bakery,2,2.75,5.50,Card,Returning
2025-01-05 11:31:17,100145,Avocado Toast,Savory,1,6.00,6.00,Card,Returning
2025-01-05 11:31:17,100145,Matcha,Tea,1,4.25,4.25,Card,Returning
2025-01-05 11:31:17,100145,Americano,Coffee,1,3.00,3.00,Card,New
2025-01-05 16:22:40,100146,Green Detox,Juice,1,4.50,4.50,Card,New
2025-01-05 18:09:56,100147,Ham Sandwich,Savory,2,5.50,11.00,Card,New
2025-01-05 20:22:42,100148,Croissant,Bakery,1,2.50,2.50,Card,New
2025-01-05 20:22:42,100148,Green Detox,Juice,1,4.50,4.50,Card,Returning
2025-01-05 10:49:18,100149,Orange Juice,Juice,1,3.00,3.00,Cash,Returning
2025-01-05 10:49:18,100149,Ham Sandwich,Savory,1,5.50,5.50,Cash,Returning
2025-01-05 10:49:18,100149,Latte,Coffee,1,4.00,4.00,Cash,Returning
2025-01-05 19:49:15,100150,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-05 19:49:15,100150,Green Detox,Juice,1,4.50,4.50,Card,New
2025-01-05 19:49:15,100150,Ham Sandwich,Savory,1,5.50,5.50,Card,New
2025-01-05 19:28:27,100151,Bagel,Bakery,1,2.00,2.00,Card,Returning
2025-01-05 19:28:27,100151,Cappuccino,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 18:21:31,100152,Latte,Coffee,1,4.00,4.00,Card,Returning
2025-01-05 18:21:31,100152,Cold Brew,Coffee,1,4.50,4.50,Cash,Returning
2025-01-05 17:26:12,100153,Bagel,Bakery,2,2.00,4.00,Card,Returning
2025-01-05 17:26:12,100153,Cappuccino,Coffee,2,4.00,8.00,Card,New
2025-01-05 16:16:47,100154,Bagel,Bakery,2,2.00,4.00,Mobile Pay,Returning
2025-01-05 16:16:47,100154,Croissant,Bakery,1,2.50,2.50,Cash,New
2025-01-05 07:28:36,100155,Avocado Toast,Savory,1,6.00,6.00,Mobile Pay,Returning
2025-01-05 07:28:36,100155,Croissant,Bakery,1,2.50,2.50,Card,New
2025-01-05 07:28:36,100155,Croissant,Bakery,1,2.50,2.50,Card,Returning
2025-01-05 16:48:04,100156,Cold Brew,Coffee,1,4.50,4.50,Card,Returning
2025-01-05 16:48:04,100156,Americano,Coffee,1,3.00,3.00,Card,Returning
2025-01-05 12:56:31,100157,Blueberry Muffin,Bakery,2,2.75,5.50,Card,Returning
2025-01-05 12:56:31,100157,Chai Tea,Tea,1,3.25,3.25,Cash,Returning
2025-01-05 12:56:31,100157,Orange Juice,Juice,1,3.00,3.00,Cash,New
2025-01-05 14:06:10,100158,Chai Tea,Tea,2,3.25,6.50,Mobile Pay,New
2025-01-05 14:06:10,100158,Americano,Coffee,1,3.00,3.00,Card,New
2025-01-05 14:06:10,100158,Mango Juice,Juice,1,3.50,3.50,Card,New
2025-01-05 09:10:32,100159,Mango Juice,Juice,1,3.50,3.50,Card,Returning
2025-01-05 09:10:32,100159,Americano,Coffee,1,3.00,3.00,Cash,Returning
2025-01-05 09:10:32,100159,Ham Sandwich,Savory,1,5.50,5.50,Cash,New
2025-01-05 09:05:22,100160,Ham Sandwich,Savory,2,5.50,11.00,Card,Returning
2025-01-05 09:05:22,100160,Croissant,Bakery,1,2.50,2.50,Cash,New
2025-01-05 09:05:22,100160,Orange Juice,Juice,1,3.00,3.00,Card,Returning
2025-01-05 14:03:07,100161,Latte,Coffee,1,4.00,4.00,Card,Returning
